institution,country,datasource,nPapers,nAuth,standardized name
"Museum Nat Hist, CH-1208 Geneva, Switzerland",Switzerland,Both,1,1,"Museum Nat Hist, Geneva - GE"
"Museum Zool, Lausanne, Switzerland",Switzerland,Both,1,1,---
"Museum Zool, Pl Riponne 6, CH-1005 Lausanne, Switzerland",Switzerland,Both,1,1,---
"Museum d'Histoire naturelle Geneve, Geneva, Switzerland",Switzerland,Scopus,1,2,---
"Muséum d'Histoire Naturelle, CH-6436 Geneva, Case postale 6434, Switzerland",Switzerland,Scopus,1,1,Muséum d'Histoire Naturelle - GE!
"Mycobacteriology laboratory, Division for Clinical Bacteriology and Mycology, University Hospital Basel, Basel, Switzerland",Switzerland,Scopus,1,1,University Hospital Basel - BS
"Mylan EPD, Allschwil, Switzerland",Switzerland,Both,1,1,Companies/ Private Industry - FP
"Mylan EPD, Steinhausen, Switzerland",Switzerland,Both,1,1,"Mylan EPD, Steinhausen, Switzerland - No direct match found in the reference list
Therefore, I will return: ---"
"Médecins Sans Frontières Access Campaign, Switzerland",Switzerland,Scopus,1,1,Médecins Sans Frontières Access Campaign - MSF!
"Médecins Sans Frontières International, Geneva, Switzerland",Switzerland,Scopus,1,1,"Médecins Sans Frontières International, Geneva, Switzerland"
"Médecins Sans Frontières, Medical Department, Operational Center Geneva, Geneva, Switzerland",Switzerland,Scopus,1,1,---
"Médecins Sans Frontières, Switzerland",Switzerland,Scopus,1,1,"Médecins Sans Frontières, Switzerland!"
"Médecins san Frontieres, Swiss Section, CH-1202 Geneva, rue de Lausanne, Switzerland",Switzerland,Scopus,1,1,"Médecins sans Frontières, Swiss Section - MSF"
"Médicins Sans Frontieres (MSF), Doctors Without Borders, Geneva, Switzerland",Switzerland,Scopus,1,1,Médicins Sans Frontieres (MSF)
"NABODAT, Agroscope, Institut für Nachhaltigkeitswissenschaft, INH, Zürich, Switzerland",Switzerland,Scopus,1,1,Research Institutes Agroscope - AGS
"NCD Alliance Union Int Canc Control, Geneva, Switzerland",Switzerland,Both,1,2,"NCD Alliance Union Int Canc Control, Geneva, Switzerland!"
"NCD Alliance World Heart Federat, Geneva, Switzerland",Switzerland,Both,1,1,"NCD Alliance World Heart Federat, Geneva, Switzerland would not directly match any of the reference examples. Based on the instructions, this would result in:

---"
"NCD Alliance, Geneva, Switzerland",Switzerland,Both,1,1,---
"NCD Alliance, Geneva, Switzerland",Switzerland,Scopus,1,1,"NCD Alliance, Geneva, Switzerland!"
"NCD Alliance, Geneva, Switzerland",Switzerland,WoS,1,1,NCD Alliance!
"NIBR, CH-4002 Basel, Switzerland",Switzerland,WoS,1,6,Novartis Institute for Biomedical Research - NIBR!
"NIBR, Clin Pharmacol & Profiling, Translat Med, Basel, Switzerland",Switzerland,Both,1,2,---
"NIBR, Maulbeerstr 66, CH-4058 Basel, Canton Basel St, Switzerland",Switzerland,Both,1,1,"NIBR, Basel!"
"NIBR, Maulbeerstr 66, CH-4058 Basel, Canton Of Basel, Switzerland",Switzerland,Both,1,1,NIBR!
"NIBR, Prot Struct Unit, CH-4002 Basel, Switzerland",Switzerland,Both,1,2,Institute of Molecular and Clinical Ophthalmology Basel - IOB
"NIBR, Translat Med Clin Pharmacol & Profiling, Basel, Switzerland",Switzerland,Both,1,3,NIBR!
"NOVARTIS PHARMA AG, Basel, Switzerland",Switzerland,WoS,1,1,Companies/ Private Industry - FP
"NSSI, IED, CH-8092 Zurich, Switzerland",Switzerland,Both,1,1,---
"Nachdiplomstudium fur Entwicklungslander (NADEL), ETH Zentrum VOB B 14, Zurich, CH-8092, Switzerland",Switzerland,Scopus,1,1,ETH Zurich - ETHZ
"Nano-Optics Group, ETH, Zurich, Switzerland",Switzerland,Scopus,1,1,ETH Zurich - ETHZ
"Nanophotonic Systems Laboratory, Department of Mechanical and Process Engineering, ETH Zürich, Zürich, Switzerland",Switzerland,Scopus,1,1,ETH Zurich - ETHZ
"Nanophotonics and Metrology Laboratory (NAM), Swiss Federal Institute of Technology Lausanne (EPFL), Rte Cantonale 1015, Lausanne, Switzerland",Switzerland,Scopus,1,3,EPF Lausanne - EPFL
"Nanyang Technological University Singapore, Université de Lausanne, Switzerland",Switzerland,Scopus,1,1,"Nanyang Technological University Singapore, Université de Lausanne, Switzerland

1. Nanyang Technological University Singapore: ---
2. Université de Lausanne: University of Lausanne - LA"
"Nat Hist Museum Bern, Bern, Switzerland",Switzerland,Both,1,1,"Nat Hist Museum Bern, Bern, Switzerland!"
"Nat Hist Museum Burgergemeinde Bern, Bern, Switzerland",Switzerland,Both,1,1,"Nat Hist Museum Burgergemeinde Bern, Bern, Switzerland - NHMB!"
"Nat Hist Museum Geneva, CH-1206 Geneva, Switzerland",Switzerland,Both,1,1,Natural History Museum Geneva - NMHN
"Nat Hist Museum Geneva, Dept Mammal & Ornithol, Route Malagnou 1, CH-1208 Geneva, Switzerland",Switzerland,Both,1,1,Natural History Museum Geneva - NHM!
"Nat Hist Museum Geneva, Dept Vertebrates, Route Malagnou 1, CH-1208 Geneva, Switzerland",Switzerland,Both,1,1,Natural History Museum Geneva (GE)!
"Nat Hist Museum Geneva, Geneva, Switzerland",Switzerland,Both,1,1,Other Research Institutes - FINST
"Nat Hist Museum, Augustinergasse 2, CH-4001 Basel, Switzerland",Switzerland,Both,1,1,---
"Nat Hist Museum, Basel, Switzerland",Switzerland,Both,1,1,"Nat Hist Museum, Basel, Switzerland (!)"
"Nat Hist Museum, Dept Invertebrates, Geneva, Switzerland",Switzerland,Both,1,2,Natural History Museum of Geneva - GE
"Nat Histoty Museum Geneva, Dept Mammal & Ornithol, BP 6434, CH-1211 Geneva 6, Switzerland",Switzerland,Both,1,1,Natural History Museum Geneva - GE
"National Centre for Computational Design and Discovery of Novel Materials MARVEL, Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, CH-1015, Switzerland",Switzerland,Scopus,1,2,EPF Lausanne - EPFL
"National Laboratory for Mycobacteriology, Institute of Medical Microbiology, Zurich, Switzerland",Switzerland,Scopus,1,2,"Institute of Medical Microbiology, Zurich, Switzerland"
"National Reference Laboratory for Histocompatibility, University Hospital Geneva, Switzerland",Switzerland,Scopus,1,1,University Hospital Geneva - GE
"National Research Center Frontiers in Genetics, Switzerland",Switzerland,Scopus,1,4,Other Research Institutes - FINST
"Natl Ctr Competence Res PlanetS, Gesell Str 6, CH-3012 Bern, Switzerland",Switzerland,Both,1,6,National Center of Competence Research PlanetS - NCCR PlanetS!
"Natl Ctr Computat Design & Discovery Novel Mat MAR, CH-1015 Lausanne, Switzerland",Switzerland,Both,1,1,---
"Natl Influenza Ctr, Geneva, Switzerland",Switzerland,WoS,1,1,---
"Natl Reference Lab Mycobacteria, CH-8006 Zurich, Switzerland",Switzerland,Both,1,1,---
"Natl Zentrum Mykobakterien, Zurich, Switzerland",Switzerland,Both,1,1,Other Research Institutes - FINST
"Natural History Museum of Geneva, CP 6434, 1211, Geneva 6, Switzerland",Switzerland,Scopus,1,1,Natural History Museum of Geneva - GE
"Natural Products Unit, Novartis Institute for Biomedical Research, CH-4002 Basel, Switzerland",Switzerland,Scopus,1,3,Novartis Institute for Biomedical Research - NIBR
"Natural Resource Policy Group, ETH Zürich, Zürich, Switzerland",Switzerland,Scopus,1,2,ETH Zurich - ETHZ
"Naturhistor Museum Burgergemeinde Bern, Bern, Switzerland",Switzerland,Both,1,2,Naturhistorisches Museum Bern - NMB!
"Naturhistorisches Museum Bern, Bernastrasse, 15, Bern, 3005, Switzerland",Switzerland,Scopus,1,2,Naturhistorisches Museum Bern - NMB!
"Naturhistorisches Museum Bern, Bernastrasse, Bern, Switzerland",Switzerland,Scopus,1,1,Naturhistorisches Museum Bern - NMB!
"Naturschutz Planung & Beratung, Wiesendangen, Switzerland",Switzerland,Both,1,1,---
"Neonatology, Department Woman-Mother-Child, Lausanne University Hospital, Lausanne, Switzerland",Switzerland,Scopus,1,1,Lausanne University Hospital - CHUV
"Nephrologist, University Childrens Hospital, Zurich, Switzerland",Switzerland,Scopus,1,1,"University Childrens Hospital, Zurich - UKZH!"
"Nephrology Division, Department of Specialties of Internal Medicine, Geneva University Hospital, 4 rue Gabrielle-Perret-Gentil, Geneve, 1211, Switzerland",Switzerland,Scopus,1,2,University of Geneva - GE
"Nestec Ltd, Vevey, Switzerland",Switzerland,Both,1,2,Companies/ Private Industry - FP
"Nestle Inst Hlth Sci, Nat Bioact & Screening, EPFL Innovat Pk H, CH-1015 Lausanne, Switzerland",Switzerland,WoS,1,1,"Nestle Inst Hlth Sci, EPFL - EPFL"
"Nestle Nespresso SA, Lausanne, Switzerland",Switzerland,Both,1,1,Companies/ Private Industry - FP
"Nestle Res Ctr, Lausanne, Switzerland",Switzerland,Both,1,2,"Nestle Res Ctr, Lausanne, Switzerland!"
"Nestle Res Ctr, Lausanne, Switzerland",Switzerland,WoS,1,1,"Nestle Res Ctr, Lausanne, Switzerland!"
"Nestle Res Ctr, POB 44, CH-1026 Lausanne, Switzerland",Switzerland,WoS,1,6,Nestle Research Center - NRC!
"Nestle Res, Nestle Inst Food Sci, Vers Chez Blancs, Lausanne, Switzerland",Switzerland,Both,1,1,Nestle Research Institute - Lausanne(!).
"Nestle, Lausanne, Switzerland",Switzerland,WoS,1,1,Nestle!
"Nestle, Switzerland",Switzerland,Scopus,1,1,Companies/ Private Industry - FP
"Nestle, Vevey, Switzerland",Switzerland,WoS,1,2,Companies/ Private Industry - FP
"Nestlé Research Center, Lausanne, Switzerland",Switzerland,Scopus,1,1,Nestlé Research Center - NRC!
"Nestlé Research Center, Vers chez les Blanc, Lausanne, Switzerland",Switzerland,Scopus,1,1,Nestlé Research Center - NRC
"Nestlé S.A., Av. Nestlé 55, Vevey, 1800, Switzerland",Switzerland,Scopus,1,1,Companies/ Private Industry - FP
"Nestlé, Switzerland",Switzerland,Scopus,1,2,Companies/ Private Industry - FP
"Nestlé, Vevey, Switzerland",Switzerland,Scopus,1,1,Companies/ Private Industry - FP
"Networking Lab., University of Applied Sciences and Art of Southern Switzerland, 6928 Manno, Switzerland",Switzerland,Scopus,1,2,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Neuchâtel Platform of Analytical Chemistry, Institut de Chimie, Université de Neuchâtel, Avenue de Bellevaux 51, Neuchâtel, 2000, Switzerland",Switzerland,Scopus,1,1,University of Neuchatel - NE
"Neuchâtel and Jura Tumour Registry, Neuchâtel, Switzerland",Switzerland,Scopus,1,1,Neuchâtel and Jura Tumour Registry - NE
"Neural Control of Movement Lab, Institute of Human Movement Sciences and Sport, Department of Health Sciences and Technology, ETH Zurich, Zurich, 8092, Switzerland",Switzerland,Scopus,1,2,ETH Zurich - ETHZ
"Neurocenter, Cantonal Hospital of Lucerne, Lucerne, Switzerland",Switzerland,Scopus,1,1,Luzerner Kantonsspital - LUKS
"Neuroctr Bellevue, Zurich, Switzerland",Switzerland,WoS,1,1,"Neuroctr Bellevue, Zurich - UZH!"
"Neuroctr Southern Switzerland, Stroke Ctr, Lugano, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Neuroimmunology and Multiple Sclerosis Research Section, University Hospital Zurich, Zurich, Switzerland",Switzerland,Scopus,1,1,University Hospital Zurich - ZH
"Neurol Clin & Policlin, Dept Biomed, Basel, Switzerland",Switzerland,WoS,1,1,University of Basel - BS
"Neurol Clin & Policlin, Dept Clin Res, Basel, Switzerland",Switzerland,WoS,1,1,University of Basel - BS
"Neurol Clin & Policlin, Dept Med, Basel, Switzerland",Switzerland,WoS,1,1,University of Basel - BS
"Neurologic Clinic and Policlinic, Departments of Medicine and Clinical Research, University Hospital and University of Basel, Basel, 4000, Switzerland",Switzerland,Scopus,1,1,University of Basel - BS
"Neurologic Clinic and Policlinic, University Hospital Basel, Basel, Switzerland",Switzerland,Scopus,1,1,University Hospital Basel - BS
"Neurologic Clinic, Policlinic MS Center, Research Center for Clinical Neuroimmunology and Neuroscience Basel (RC2NB), University Hospital, University of Basel, Switzerland",Switzerland,Scopus,1,3,University of Basel - BS
"Neurology Department Inselspital — University of Bern, Bern, Switzerland",Switzerland,Scopus,1,1,University of Berne - BE
"Neurology Department, EOC, Ospedale Regionale di Lugano, Ticino, Lugano, Switzerland",Switzerland,Scopus,1,1,Ente Ospedaliero Cantonale - EOC
"Neurology Department, Inselspital (CLAB), University of Bern, Bern, 3008, Switzerland",Switzerland,Scopus,1,1,University of Berne - BE
"Neurology Service, Department of Clinical Neurosciences, Lausanne University Hospital, University of Lausanne, Lausanne, Switzerland",Switzerland,Scopus,1,2,University of Lausanne - LA
"Neuropsychology and Neurorehabilitation Service, Centre Hospitalier Universitaire Vaudois (CHUV), University of Lausanne, Lausanne, Switzerland",Switzerland,Scopus,1,1,University of Lausanne - LA
"Neurorehabilitation Unit, University of Basel and University Center for Medicine of Aging and Rehabilitation Basel, Felix Platter Hospital, Basel, Switzerland",Switzerland,Scopus,1,1,University of Basel - BS
"Neurosci Ctr Zurich ZNZ, Zurich, Switzerland",Switzerland,WoS,1,4,Neuroscience Center Zurich - ZNZ
"Neurosci Ctr Zurich, Grad Program Neurosci, CH-8057 Zurich, Switzerland",Switzerland,Both,1,2,University of Zurich - ZH
"Neuroscience Center Zurich, Federal Technical High School Zurich, Zurich, Switzerland",Switzerland,Scopus,1,1,ETH Zurich - ETHZ
"Neuroscience Center Zurich, University of Zurich, Zurich, Switzerland",Switzerland,Scopus,1,1,University of Zurich - ZH
"Neurosurgical Department, University of Lausanne, Switzerland",Switzerland,Scopus,1,1,University of Lausanne - LA
"Neurozentrum Bern, Bern, Switzerland",Switzerland,Both,1,1,Neurozentrum Bern - BE!
"New Zealand Cancer Registry, Switzerland",Switzerland,Scopus,1,2,New Zealand Cancer Registry!
"Newborn Child & Adolescent Hlth & Ageing, Dept Maternal, Ave Appia 20, CH-1211 Geneva, Switzerland",Switzerland,Both,1,3,Unisanté
"Next Fertil Procrea, Androl & IVF Ctr, Lugano, Switzerland",Switzerland,Both,1,1,Università della Svizzera italiana - USI
"Nivalp SA, Forest & Environm Off, Grimisuat, Switzerland",Switzerland,Both,1,1,Companies/ Private Industry - FP
"Non-Clinical Pharmacology & Toxicology, Medicines for Malaria Venture, Geneva, Switzerland",Switzerland,Scopus,1,1,"Medicines for Malaria Venture, Geneva - MMV"
"Noncommunicable Diseases Department, World Health Organization, Geneva, Switzerland",Switzerland,Scopus,1,2,World Health Organization - WHO
"Nonlinear Optics Laboratory, Institute of Quantum Electronic, ETH-Honggerberg-HPF E 17, CH-8093 Zürich, Switzerland",Switzerland,Scopus,1,1,ETH Zurich - ETHZ
"Norms and Standards for Biologicals, World Health Organization, Geneva, Switzerland",Switzerland,Scopus,1,1,World Health Organization - WHO
"Norms and Standards for Pharmaceuticals, World Health Organization, Geneva, Switzerland",Switzerland,Scopus,1,2,World Health Organization - WHO
"Nouvelle Clinique Vert, Geneve, Switzerland",Switzerland,Scopus,1,1,Ente Ospedaliero Cantonale - EOC
"Nova Inst Biomed Res, Basel, Switzerland",Switzerland,Both,1,4,---
"Novartis AG, Basel, Switzerland",Switzerland,Scopus,1,5,Companies/ Private Industry - FP
"Novartis AG, GDD, Chem & Analyt Dev, Basel, Switzerland",Switzerland,Both,1,1,Companies/ Private Industry - FP
"Novartis AG, NIBR, Preclin Safety, Basel, Switzerland",Switzerland,Both,1,4,"Novartis AG, NIBR, Preclin Safety, Basel, Switzerland"
"Novartis AG, Novartis Inst BioMed Res, Translat Med, Basel, Switzerland",Switzerland,Both,1,5,"Novartis Inst BioMed Res - Basel, Switzerland!"
"Novartis AG., Switzerland",Switzerland,Scopus,1,1,Companies/ Private Industry - FP
"Novartis Biomed Res, Basel, Switzerland",Switzerland,Both,1,1,"Novartis Biomed Res, Basel, Switzerland - NOVARTIS!"
"Novartis Biomed Res, Neurosci Res, Basel, Switzerland",Switzerland,Both,1,1,"Novartis Biomed Res, Neurosci Res, Basel, Switzerland!"
"Novartis Biomed Res, Novartis Pharm AG, Basel, Switzerland",Switzerland,Both,1,1,Companies/ Private Industry - FP
"Novartis Biomedical Research, Basel, Switzerland",Switzerland,Scopus,1,5,Companies/ Private Industry - FP
"Novartis Fdn, Basel, Switzerland",Switzerland,WoS,1,1,Novartis Foundation - Basel!
"Novartis Fdn, Innovat Healthcare Delivery Solut, Basel, Switzerland",Switzerland,Both,1,1,Companies/ Private Industry - FP
"Novartis Fdn, Novartis Campus Forum 1-3-92, CH-4002 Basel, Switzerland",Switzerland,Both,1,2,Novartis Foundation - NF!
"Novartis Foundation, Novartis Campus Forum 1 - 3.93, Basel, CH-4056, Switzerland",Switzerland,Scopus,1,2,Novartis Foundation!
"Novartis Gene Therapies Switzerland GmbH, Rotkreuz, Switzerland",Switzerland,Scopus,1,1,Companies/ Private Industry - FP
"Novartis Gene Therapies Switzerland GmbH, Rotkreuz, Switzerland",Switzerland,WoS,1,1,Companies/ Private Industry - FP
"Novartis Gene Therapies, Zurich, Switzerland",Switzerland,Both,1,1,Companies/ Private Industry - FP
"Novartis Healthcare Pvt Ltd, Oncol, Basel, NJ, Switzerland",Switzerland,WoS,1,1,Companies/ Private Industry - FP
"Novartis Inst BioMed Res, Bioanalyt Div, CH-4056 Basel, Switzerland",Switzerland,Both,1,1,Novartis Inst BioMed Res - Basel!
"Novartis Inst BioMed Res, Biol Ctr Prot Prod & Antibodies, CH-4056 Basel, Switzerland",Switzerland,Both,1,1,Novartis Inst BioMed Res!
"Novartis Inst BioMed Res, CH-4002 Basel, Switzerland",Switzerland,WoS,1,3,Novartis Inst BioMed Res - NIBR!
"Novartis Inst BioMed Res, Chem Biol & Therapeut, Fabrikstr 22, CH-4054 Basel, Switzerland",Switzerland,Both,1,1,Novartis Inst BioMed Res - Basel!
"Novartis Inst BioMed Res, DMPK, CH-4056 Basel, Switzerland",Switzerland,Both,1,7,Novartis Institute for BioMedical Research - NIBR!
"Novartis Inst BioMed Res, Drug Metab & Pharmacokinet, Adv BA & Automat, Basel, Switzerland",Switzerland,Both,1,1,Novartis Inst BioMed Res!
"Novartis Inst BioMed Res, Drug Metab & Pharmacokinet, Basel, Switzerland",Switzerland,Both,1,2,"Novartis Inst BioMed Res, Drug Metab & Pharmacokinet, Basel, Switzerland!"
"Novartis Inst BioMed Res, Drug Metab & Pharmacokinet, Clin Pharmacokinet Pharmacodynam, Basel, Switzerland",Switzerland,Both,1,1,"Novartis Inst BioMed Res, Drug Metab & Pharmacokinet, Clin Pharmacokinet Pharmacodynam, Basel, Switzerland!"
"Novartis Inst BioMed Res, Global Discovery Chem, CH-4002 Basel, Switzerland",Switzerland,Both,1,6,"Novartis Inst BioMed Res, Global Discovery Chem, CH-4002 Basel, Switzerland!"
"Novartis Inst BioMed Res, Metab & Pharmacokinet, CH-4002 Basel, Switzerland",Switzerland,Both,1,1,Novartis Inst BioMed Res!
"Novartis Inst BioMed Res, Musculoskeletal Dis Area, CH-4056 Basel, Switzerland",Switzerland,Both,1,3,"Novartis Inst BioMed Res, Musculoskeletal Dis Area, CH-4056 Basel, Switzerland"
"Novartis Inst BioMed Res, Neurosci, CH-4002 Basel, Switzerland",Switzerland,Both,1,4,Other Research Institutes - FINST
"Novartis Inst BioMed Res, Translat Med & Musculoskeletal Dis Res, Basel, Switzerland",Switzerland,Both,1,8,"Novartis Institute for Biomedical Research - NIBR, Basel"
"Novartis Inst BioMed Res, WKL 136 2 94, CH-4001 Basel, Switzerland",Switzerland,WoS,1,1,"Novartis Inst BioMed Res, Basel - NI-BMR!"
